Prep,Frame,Phase,PhaseInt,Movement
114,210,P0,1,Twitch
114,211,P0,1,Twitch
114,212,P0,1,Twitch
114,213,P0,1,Twitch
114,214,P0,1,Twitch
114,215,P0,1,Twitch
114,216,P0,1,Twitch
114,217,P0,1,Twitch
114,218,P0,1,Twitch
114,219,P0,1,Twitch
114,220,P0,1,Twitch
114,221,P0,1,Twitch
114,222,P0,1,Twitch
114,223,P0,1,Twitch
114,224,P0,1,Twitch
114,225,P0,1,Twitch
114,226,P0,1,Twitch
114,227,P0,1,Twitch
114,228,P0,1,Twitch
114,229,P0,1,Twitch
114,230,P0,1,Twitch
114,231,P0,1,Twitch
114,232,P0,1,Twitch
114,233,P0,1,Twitch
114,234,P0,1,Twitch
114,235,P0,1,Twitch
114,236,P0,1,Twitch
114,237,P0,1,Twitch
114,238,P0,1,Twitch
114,239,P0,1,Twitch
114,240,P0,1,Twitch
114,241,P0,1,Twitch
114,242,P0,1,Twitch
114,243,P0,1,Twitch
114,244,P0,1,Twitch
114,245,P0,1,Twitch
114,246,P0,1,Twitch
114,247,P0,1,Twitch
114,248,P0,1,Twitch
114,249,P0,1,Twitch
114,250,P0,1,Twitch
114,251,P0,1,Twitch
114,252,P0,1,Twitch
114,253,P0,1,Twitch
114,254,P0,1,Twitch
114,255,P0,1,Twitch
114,256,P0,1,Twitch
114,257,P0,1,Twitch
114,258,P0,1,Twitch
114,259,P0,1,Twitch
114,260,P0,1,Twitch
114,261,P0,1,Twitch
114,262,P0,1,Twitch
114,263,P0,1,Twitch
114,264,P0,1,Twitch
114,265,P0,1,Twitch
114,266,P0,1,Twitch
114,267,P0,1,Twitch
114,268,P0,1,Twitch
114,269,P0,1,Twitch
114,270,P0,1,Twitch
114,271,P0,1,Twitch
114,272,P0,1,Twitch
114,273,P0,1,Twitch
114,274,P0,1,Twitch
114,275,P0,1,Twitch
114,276,P0,1,Twitch
114,277,P0,1,Twitch
114,278,P0,1,Twitch
114,279,P0,1,Twitch
114,280,P0,1,Twitch
114,281,P0,1,Twitch
114,282,P0,1,Twitch
114,283,P0,1,Twitch
114,284,P0,1,Twitch
114,285,P0,1,Twitch
114,286,P0,1,Twitch
114,287,P0,1,Twitch
114,288,P0,1,Twitch
114,289,P0,1,Twitch
114,290,P0,1,Twitch
114,291,P0,1,Twitch
114,292,P0,1,Twitch
114,293,P0,1,Twitch
114,294,P0,1,Twitch
114,295,P0,1,Twitch
114,296,P0,1,Twitch
114,297,P0,1,Twitch
114,298,P0,1,Twitch
114,299,P0,1,Twitch
114,300,P0,1,Twitch
114,301,P0,1,Twitch
114,302,P0,1,Twitch
114,303,P0,1,Twitch
114,304,P0,1,Twitch
114,305,P0,1,Twitch
114,306,P0,1,Twitch
114,307,P0,1,Twitch
114,308,P0,1,Twitch
114,309,P0,1,Twitch
114,310,P0,1,Twitch
114,311,P0,1,Twitch
114,312,P0,1,Twitch
114,313,P0,1,Twitch
114,314,P0,1,Twitch
114,315,P0,1,Twitch
114,316,P0,1,Twitch
114,317,P0,1,Twitch
114,318,P0,1,Twitch
114,319,P0,1,Twitch
114,320,P0,1,Twitch
114,321,P0,1,Twitch
114,322,P0,1,Twitch
114,323,P0,1,Twitch
114,324,P0,1,Twitch
114,325,P0,1,Twitch
114,326,P0,1,Twitch
114,327,P0,1,Twitch
114,328,P0,1,Twitch
114,329,P0,1,Twitch
114,330,P0,1,Twitch
114,331,P0,1,Twitch
114,332,P0,1,Twitch
114,333,P0,1,Twitch
114,334,P0,1,Twitch
114,335,P0,1,Twitch
114,336,P0,1,Twitch
114,337,P0,1,Twitch
114,338,P0,1,Twitch
114,339,P0,1,Twitch
114,340,P0,1,Twitch
114,341,P0,1,Twitch
114,342,P0,1,Twitch
114,343,P0,1,Twitch
114,344,P0,1,Twitch
114,345,P0,1,Twitch
114,346,P0,1,Twitch
114,347,P0,1,Twitch
114,348,P0,1,Twitch
114,349,P0,1,Twitch
114,350,P0,1,Twitch
114,351,P0,1,Twitch
114,352,P0,1,Twitch
114,353,P0,1,Twitch
114,354,P0,1,Twitch
114,355,P0,1,Twitch
114,356,P0,1,Twitch
114,357,P0,1,Twitch
114,358,P0,1,Twitch
114,359,P0,1,Twitch
114,360,P0,1,Twitch
114,361,P0,1,Twitch
114,362,P0,1,Twitch
114,363,P0,1,Twitch
114,364,P0,1,Twitch
114,365,P0,1,Twitch
114,366,P0,1,Twitch
114,367,P0,1,Twitch
114,368,P0,1,Twitch
114,369,P0,1,Twitch
114,370,P0,1,Twitch
114,371,P0,1,Twitch
114,372,P0,1,Twitch
114,373,P0,1,Twitch
114,374,P0,1,Twitch
114,375,P0,1,Twitch
114,376,P0,1,Twitch
114,377,P0,1,Twitch
114,378,P0,1,Twitch
114,379,P0,1,Twitch
114,380,P0,1,Twitch
114,381,P0,1,Twitch
114,382,P0,1,Twitch
114,383,P0,1,Twitch
114,384,P0,1,Twitch
114,385,P0,1,Twitch
114,386,P0,1,Twitch
114,387,P0,1,Twitch
114,388,P0,1,Twitch
114,389,P0,1,Twitch
114,390,P0,1,Twitch
114,391,P0,1,Twitch
114,392,P0,1,Twitch
114,393,P0,1,Twitch
114,394,P0,1,Twitch
114,395,P0,1,Twitch
114,396,P0,1,Twitch
114,397,P0,1,Twitch
114,398,P0,1,Twitch
114,399,P0,1,Twitch
114,400,P0,1,Twitch
114,401,P0,1,Twitch
114,402,P0,1,Twitch
114,403,P0,1,Twitch
114,404,P0,1,Twitch
114,405,P0,1,Twitch
114,406,P0,1,Twitch
114,407,P0,1,Twitch
114,408,P0,1,Twitch
114,409,P0,1,Twitch
114,410,P0,1,Twitch
114,411,P0,1,Twitch
114,412,P0,1,Twitch
114,413,P0,1,Twitch
114,414,P0,1,Twitch
114,415,P0,1,Twitch
114,416,P0,1,Twitch
114,417,P0,1,Twitch
114,418,P0,1,Twitch
114,419,P0,1,Twitch
114,420,P0,1,Twitch
114,421,P0,1,Twitch
114,422,P0,1,Twitch
114,423,P0,1,Twitch
114,424,P0,1,Twitch
114,425,P0,1,Twitch
114,426,P0,1,Twitch
114,427,P0,1,Twitch
114,428,P0,1,Twitch
114,429,P0,1,Twitch
114,430,P0,1,Twitch
114,431,P0,1,Twitch
114,432,P0,1,Twitch
114,433,P0,1,Twitch
114,434,P0,1,Twitch
114,435,P0,1,Twitch
114,436,P0,1,Twitch
114,437,P0,1,Twitch
114,438,P0,1,Twitch
114,439,P0,1,Twitch
114,440,P0,1,Twitch
114,441,P0,1,Twitch
114,442,P0,1,Twitch
114,443,P0,1,Twitch
114,444,P0,1,Twitch
114,445,P0,1,Twitch
114,446,P0,1,Twitch
114,447,P0,1,Twitch
114,448,P0,1,Twitch
114,449,P0,1,Twitch
114,450,P0,1,Twitch
114,451,P0,1,Twitch
114,452,P0,1,Twitch
114,453,P0,1,Twitch
114,454,P0,1,Twitch
114,455,P0,1,Twitch
114,456,P0,1,Twitch
114,457,P0,1,Twitch
114,458,P0,1,Twitch
114,459,P0,1,Twitch
114,460,P0,1,Twitch
114,461,P0,1,Twitch
114,462,P0,1,Twitch
114,463,P0,1,Twitch
114,464,P0,1,Twitch
114,465,P0,1,Twitch
114,466,P0,1,Twitch
114,467,P0,1,Twitch
114,468,P0,1,Twitch
114,469,P0,1,Twitch
114,470,P0,1,Twitch
114,471,P0,1,Twitch
114,472,P0,1,Twitch
114,473,P0,1,Twitch
114,474,P0,1,Twitch
114,475,P0,1,Twitch
114,476,P0,1,Twitch
114,477,P0,1,Twitch
114,478,P0,1,Twitch
114,479,P0,1,Twitch
114,480,P0,1,Twitch
114,481,P0,1,Twitch
114,482,P0,1,Twitch
114,483,P0,1,Twitch
114,484,P0,1,Twitch
114,485,P0,1,Twitch
114,486,P0,1,Twitch
114,487,P0,1,Twitch
114,488,P0,1,Twitch
114,489,P0,1,Twitch
114,490,P0,1,Twitch
114,491,P0,1,Twitch
114,492,P0,1,Twitch
114,493,P0,1,Twitch
114,494,P0,1,Twitch
114,495,P0,1,Twitch
114,496,P0,1,Twitch
114,497,P0,1,Twitch
114,498,P0,1,Twitch
114,499,P0,1,Twitch
114,500,P0,1,Twitch
114,501,P0,1,Twitch
114,502,P0,1,Twitch
114,503,P0,1,Twitch
114,504,P0,1,Twitch
114,505,P0,1,Twitch
114,506,P0,1,Twitch
114,507,P0,1,Twitch
114,508,P0,1,Twitch
114,509,P0,1,Twitch
114,510,P0,1,Twitch
114,511,P0,1,Twitch
114,512,P0,1,Twitch
114,513,P0,1,Twitch
114,514,P0,1,Twitch
114,515,P0,1,Twitch
114,516,P0,1,Twitch
114,517,P0,1,Twitch
114,518,P0,1,Twitch
114,519,P0,1,Twitch
114,520,P0,1,Twitch
114,521,P0,1,Twitch
114,522,P0,1,Twitch
114,523,P0,1,Twitch
114,524,P0,1,Twitch
114,525,P0,1,Twitch
114,526,P0,1,Twitch
114,527,P0,1,Twitch
114,528,P0,1,Twitch
114,529,P0,1,Twitch
114,530,P0,1,Twitch
114,531,P0,1,Twitch
114,532,P0,1,Twitch
114,533,P0,1,Twitch
114,534,P0,1,Twitch
114,535,P0,1,Twitch
114,536,P0,1,Twitch
114,537,P0,1,Twitch
114,538,P0,1,Twitch
114,539,P0,1,Twitch
114,540,P0,1,Twitch
114,541,P0,1,Twitch
114,542,P0,1,Twitch
114,543,P0,1,Twitch
114,544,P0,1,Twitch
114,545,P0,1,Twitch
114,546,P0,1,Twitch
114,547,P0,1,Twitch
114,548,P0,1,Twitch
114,549,P0,1,Twitch
114,550,P0,1,Twitch
114,551,P0,1,Twitch
114,552,P0,1,Twitch
114,553,P0,1,Twitch
114,554,P0,1,Twitch
114,555,P0,1,Twitch
114,556,P0,1,Twitch
114,557,P0,1,Twitch
114,558,P0,1,Twitch
114,559,P0,1,Twitch
114,560,P0,1,Twitch
114,561,P0,1,Twitch
114,562,P0,1,Twitch
114,563,P0,1,Twitch
114,564,P0,1,Twitch
114,565,P0,1,Twitch
114,566,P0,1,Twitch
114,567,P0,1,Twitch
114,568,P0,1,Twitch
114,569,P0,1,Twitch
114,570,P0,1,Twitch
114,571,P0,1,Twitch
114,572,P0,1,Twitch
114,573,P0,1,Twitch
114,574,P0,1,Twitch
114,575,P0,1,Twitch
114,576,P0,1,Twitch
114,577,P0,1,Twitch
114,578,P0,1,Twitch
114,579,P0,1,Twitch
114,580,P0,1,Twitch
114,581,P0,1,Twitch
114,582,P0,1,Twitch
114,583,P0,1,Twitch
114,584,P0,1,Twitch
114,585,P0,1,Twitch
114,586,P0,1,Twitch
114,587,P0,1,Twitch
114,588,P0,1,Twitch
114,589,P0,1,Twitch
114,590,P0,1,Twitch
114,591,P0,1,Twitch
114,592,P0,1,Twitch
114,593,P0,1,Twitch
114,594,P0,1,Twitch
114,595,P0,1,Twitch
114,596,P0,1,Twitch
114,597,P0,1,Twitch
114,598,P0,1,Twitch
114,599,P0,1,Twitch
114,600,P0,1,Twitch
114,601,P0,1,Twitch
114,602,P0,1,Twitch
114,603,P0,1,Twitch
114,604,P0,1,Twitch
114,605,P0,1,Twitch
114,606,P0,1,Twitch
114,607,P0,1,Twitch
114,608,P0,1,Twitch
114,609,P0,1,Twitch
114,610,P0,1,Twitch
114,611,P0,1,Twitch
114,612,P0,1,Twitch
114,613,P0,1,Twitch
114,614,P0,1,Twitch
114,615,P0,1,Twitch
114,616,P0,1,Twitch
114,617,P0,1,Twitch
114,618,P0,1,Twitch
114,619,P0,1,Twitch
114,620,P0,1,Twitch
114,621,P0,1,Twitch
114,622,P0,1,Twitch
114,623,P0,1,Twitch
114,624,P0,1,Twitch
114,625,P0,1,Twitch
114,626,P0,1,Twitch
114,627,P0,1,Twitch
114,628,P0,1,Twitch
114,629,P0,1,Twitch
114,630,P0,1,Twitch
114,631,P0,1,Twitch
114,632,P0,1,Twitch
114,633,P0,1,Twitch
114,634,P0,1,Twitch
114,635,P0,1,Twitch
114,636,P0,1,Twitch
114,637,P0,1,Twitch
114,638,P0,1,Twitch
114,639,P0,1,Twitch
114,640,P0,1,Twitch
114,641,P0,1,Twitch
114,642,P0,1,Twitch
114,643,P0,1,Twitch
114,644,P0,1,Twitch
114,645,P0,1,Twitch
114,646,P0,1,Twitch
114,647,P0,1,Twitch
114,648,P0,1,Twitch
114,649,P0,1,Twitch
114,650,P0,1,Twitch
114,651,P0,1,Twitch
114,652,P0,1,Twitch
114,653,P0,1,Twitch
114,654,P0,1,Twitch
114,655,P0,1,Twitch
114,656,P0,1,Twitch
114,657,P0,1,Twitch
114,658,P0,1,Twitch
114,659,P0,1,Twitch
114,660,P0,1,Twitch
114,661,P0,1,Twitch
114,662,P0,1,Twitch
114,663,P0,1,Twitch
114,664,P0,1,Twitch
114,665,P0,1,Twitch
114,666,P0,1,Twitch
114,667,P0,1,Twitch
114,668,P0,1,Twitch
114,669,P0,1,Twitch
114,670,P0,1,Twitch
114,671,P0,1,Twitch
114,672,P0,1,Twitch
114,673,P0,1,Twitch
114,674,P0,1,Twitch
114,675,P0,1,Twitch
114,676,P0,1,Twitch
114,677,P0,1,Twitch
114,678,P0,1,Twitch
114,679,P0,1,Twitch
114,680,P0,1,Twitch
114,681,P0,1,Twitch
114,682,P0,1,Twitch
114,683,P0,1,Twitch
114,684,P0,1,Twitch
114,685,P0,1,Twitch
114,686,P0,1,Twitch
114,687,P0,1,Twitch
114,688,P0,1,Twitch
114,689,P0,1,Twitch
114,690,P0,1,Twitch
114,691,P0,1,Twitch
114,692,P0,1,Twitch
114,693,P0,1,Twitch
114,694,P0,1,Twitch
114,695,P0,1,Twitch
114,696,P0,1,Twitch
114,697,P0,1,Twitch
114,698,P0,1,Twitch
114,699,P0,1,Twitch
114,700,P0,1,Twitch
114,701,P0,1,Twitch
114,702,P0,1,Twitch
114,703,P0,1,Twitch
114,704,P0,1,Twitch
114,705,P0,1,Twitch
114,706,P0,1,Twitch
114,707,P0,1,Twitch
114,708,P0,1,Twitch
114,709,P0,1,Twitch
114,710,P0,1,Twitch
114,711,P0,1,Twitch
114,712,P0,1,Twitch
114,713,P0,1,Twitch
114,714,P0,1,Twitch
114,715,P0,1,Twitch
114,716,P0,1,Twitch
114,717,P0,1,Twitch
114,718,P0,1,Twitch
114,719,P0,1,Twitch
114,720,P0,1,Twitch
114,721,P0,1,Twitch
114,722,P0,1,Twitch
114,723,P0,1,Twitch
114,724,P0,1,Twitch
114,725,P0,1,Twitch
114,726,P0,1,Twitch
114,727,P0,1,Twitch
114,728,P0,1,Twitch
114,729,P0,1,Twitch
114,730,P0,1,Twitch
114,731,P0,1,Twitch
114,732,P0,1,Twitch
114,733,P0,1,Twitch
114,734,P0,1,Twitch
114,735,P0,1,Twitch
114,736,P0,1,Twitch
114,737,P0,1,Twitch
114,738,P0,1,Twitch
114,739,P0,1,Twitch
114,740,P0,1,Twitch
114,741,P0,1,Twitch
114,742,P0,1,Twitch
114,743,P0,1,Twitch
114,744,P0,1,Twitch
114,745,P0,1,Twitch
114,746,P0,1,Twitch
114,747,P0,1,Twitch
114,748,P0,1,Twitch
114,749,P0,1,Twitch
114,750,P0,1,Twitch
114,751,P0,1,Twitch
114,752,P0,1,Twitch
114,753,P0,1,Twitch
114,754,P0,1,Twitch
114,755,P0,1,Twitch
114,756,P0,1,Twitch
114,757,P0,1,Twitch
114,758,P0,1,Twitch
114,759,P0,1,Twitch
114,760,P0,1,Twitch
114,761,P0,1,Twitch
114,762,P0,1,Twitch
114,763,P0,1,Twitch
114,764,P0,1,Twitch
114,765,P0,1,Twitch
114,766,P0,1,Twitch
114,767,P0,1,Twitch
114,768,P0,1,Twitch
114,769,P0,1,Twitch
114,770,P0,1,Twitch
114,771,P0,1,Twitch
114,772,P0,1,Twitch
114,773,P0,1,Twitch
114,774,P0,1,Twitch
114,775,P0,1,Twitch
114,776,P0,1,Twitch
114,777,P0,1,Twitch
114,778,P0,1,Twitch
114,779,P0,1,Twitch
114,780,P0,1,Twitch
114,781,P0,1,Twitch
114,782,P0,1,Twitch
114,783,P0,1,Twitch
114,784,P0,1,Twitch
114,785,P0,1,Twitch
114,786,P0,1,Twitch
114,787,P0,1,Twitch
114,788,P0,1,Twitch
114,789,P0,1,Twitch
114,790,P0,1,Twitch
114,791,P0,1,Twitch
114,792,P0,1,Twitch
114,793,P0,1,Twitch
114,794,P0,1,Twitch
114,795,P0,1,Twitch
114,796,P0,1,Twitch
114,797,P0,1,Twitch
114,798,P0,1,Twitch
114,799,P0,1,Twitch
114,800,P0,1,Twitch
114,801,P0,1,Twitch
114,802,P0,1,Twitch
114,803,P0,1,Twitch
114,804,P0,1,Twitch
114,805,P0,1,Twitch
114,806,P0,1,Twitch
114,807,P0,1,Twitch
114,808,P0,1,Twitch
114,809,P0,1,Twitch
114,810,P0,1,Twitch
114,811,P0,1,Twitch
114,812,P0,1,Twitch
114,813,P0,1,Twitch
114,814,P0,1,Twitch
114,815,P0,1,Twitch
114,816,P0,1,Twitch
114,817,P0,1,Twitch
114,818,P0,1,Twitch
114,819,P0,1,Twitch
114,820,P0,1,Twitch
114,821,P0,1,Twitch
114,822,P0,1,Twitch
114,823,P0,1,Twitch
114,824,P0,1,Twitch
114,825,P0,1,Twitch
114,826,P0,1,Twitch
114,827,P0,1,Twitch
114,828,P0,1,Twitch
114,829,P0,1,Twitch
114,830,P0,1,Twitch
114,831,P0,1,Twitch
114,832,P0,1,Twitch
114,833,P0,1,Twitch
114,834,P0,1,Twitch
114,835,P0,1,Twitch
114,836,P0,1,Twitch
114,837,P0,1,Twitch
114,838,P0,1,Twitch
114,839,P0,1,Twitch
114,840,P0,1,Twitch
114,841,P0,1,Twitch
114,842,P0,1,Twitch
114,843,P0,1,Twitch
114,844,P0,1,Twitch
114,845,P0,1,Twitch
114,846,P0,1,Twitch
114,847,P0,1,Twitch
114,848,P0,1,Twitch
114,849,P0,1,Twitch
114,850,P0,1,Twitch
114,851,P0,1,Twitch
114,852,P0,1,Twitch
114,853,P0,1,Twitch
114,854,P0,1,Twitch
114,855,P0,1,Twitch
114,856,P0,1,Twitch
114,857,P0,1,Twitch
114,858,P0,1,Twitch
114,859,P0,1,Twitch
114,860,P0,1,Twitch
114,861,P0,1,Twitch
114,862,P0,1,Twitch
114,863,P0,1,Twitch
114,864,P0,1,Twitch
114,865,P0,1,Twitch
114,866,P0,1,Twitch
114,867,P0,1,Twitch
114,868,P0,1,Twitch
114,869,P0,1,Twitch
114,870,P0,1,Twitch
114,871,P0,1,Twitch
114,872,P0,1,Twitch
114,873,P0,1,Twitch
114,874,P0,1,Twitch
114,875,P0,1,Twitch
114,876,P0,1,Twitch
114,877,P0,1,Twitch
114,878,P0,1,Twitch
114,879,P0,1,Twitch
114,880,P0,1,Twitch
114,881,P0,1,Twitch
114,882,P0,1,Twitch
114,883,P0,1,Twitch
114,884,P0,1,Twitch
114,885,P0,1,Twitch
114,886,P0,1,Twitch
114,887,P0,1,Twitch
114,888,P0,1,Twitch
114,889,P0,1,Twitch
114,890,P0,1,Twitch
114,891,P0,1,Twitch
114,892,P0,1,Twitch
114,893,P0,1,Twitch
114,894,P0,1,Twitch
114,895,P0,1,Twitch
114,896,P0,1,Twitch
114,897,P0,1,Twitch
114,898,P0,1,Twitch
114,899,P0,1,Twitch
114,900,P0,1,Twitch
114,901,P0,1,Twitch
114,902,P0,1,Twitch
114,903,P0,1,Twitch
114,904,P0,1,Twitch
114,905,P0,1,Twitch
114,906,P0,1,Twitch
114,907,P0,1,Twitch
114,908,P0,1,Twitch
114,909,P0,1,Twitch
114,910,P0,1,Twitch
114,911,P0,1,Twitch
114,912,P0,1,Twitch
114,913,P0,1,Twitch
114,914,P0,1,Twitch
114,915,P0,1,Twitch
114,916,P0,1,Twitch
114,917,P0,1,Twitch
114,918,P0,1,Twitch
114,919,P0,1,Twitch
114,920,P0,1,Twitch
114,921,P0,1,Twitch
114,922,P0,1,Twitch
114,923,P0,1,Twitch
114,924,P0,1,Twitch
114,925,P0,1,Twitch
114,926,P0,1,Twitch
114,927,P0,1,Twitch
114,928,P0,1,Twitch
114,929,P0,1,Twitch
114,930,P0,1,Twitch
114,931,P0,1,Twitch
114,932,P0,1,Twitch
114,933,P0,1,Twitch
114,934,P0,1,Twitch
114,935,P0,1,Twitch
114,936,P0,1,Twitch
114,937,P1,2,Lift
114,938,P1,2,Lift
114,939,P1,2,Lift
114,940,P1,2,Lift
114,941,P1,2,Lift
114,942,P1,2,Lift
114,943,P1,2,Lift
114,944,P1,2,Lift
114,945,P1,2,Lift
114,946,P1,2,Lift
114,947,P1,2,Lift
114,948,P1,2,Lift
114,949,P1,2,Lift
114,950,P1,2,Lift
114,951,P1,2,Lift
114,952,P1,2,Lift
114,953,P1,2,Lift
114,954,P1,2,Lift
114,955,P1,2,Lift
114,956,P1,2,Lift
114,957,P1,2,Lift
114,958,P1,2,Lift
114,959,P1,2,Lift
114,960,P1,2,Lift
114,961,P1,2,Lift
114,962,P1,2,Lift
114,963,P1,2,Lift
114,964,P1,2,Lift
114,965,P1,2,Lift
114,966,P1,2,Lift
114,967,P1,2,Lift
114,968,P1,2,Lift
114,969,P1,2,Lift
114,970,P1,2,Lift
114,971,P1,2,Lift
114,972,P1,2,Lift
114,973,P1,2,Lift
114,974,P1,2,Rest
114,975,P1,2,Rest
114,976,P1,2,Rest
114,977,P1,2,Rest
114,978,P1,2,Rest
114,979,P1,2,Rest
114,980,P1,2,Rest
114,981,P1,2,Rest
114,982,P1,2,Rest
114,983,P1,2,Lift
114,984,P1,2,Lift
114,985,P1,2,Lift
114,986,P1,2,Lift
114,987,P1,2,Lift
114,988,P1,2,Lift
114,989,P1,2,Lift
114,990,P1,2,Lift
114,991,P1,2,Lift
114,992,P1,2,Lift
114,993,P1,2,Lift
114,994,P1,2,Lift
114,995,P1,2,Lift
114,996,P1,2,Lift
114,997,P1,2,Lift
114,998,P1,2,Lift
114,999,P1,2,Lift
114,1000,P1,2,Lift
114,1001,P1,2,Lift
